"string","maintext-0x7D9F_1",,,"[speed]<$FF>
[setpos]<$02><$04>
クルマをかう
[setpos]<$04><$04>
チューンナップ
[setpos]<$06><$04>
おわり","[speed]<$FF>
[setpos]<$02><$04>
Buy a Car
[setpos]<$04><$04>
Tune Up
[setpos]<$06><$04>
Done",,"=IF(F2041=I2041, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7D9F"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7DC1
//=====",,,,,,
"string","maintext-0x7DC1_0",,,"HEAT　-　[num3ff]<$B5><$27>","[8px][8px][8px][1px][1px]Heat [num3ff]<$B5><$27>",,"=IF(F2043=I2043, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7DC1"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7DCC
//=====",,,,,,
"string","maintext-0x7DCC_1",,,"[speed]<$FF>
[setpos]<$02><$04>
バックアップ
[setpos]<$04><$04>
パスワード","[speed]<$FF>
[setpos]<$02><$04>
Backup
[setpos]<$04><$04>
Password",,"=IF(F2045=I2045, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7DCC"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7DE6
//=====",,,,,,
"string","maintext-0x7DE6_1",,,"[speed]<$FF>
[setpos]<$02><$02>
[call19]<$4E><$28>　　サイズ　[num5ff]<$47><$28>
[setpos]<$04><$04>
[call19]<$30><$BE>
[setpos]<$06><$06>
[I_inverse]　ボタン　で　さくじょ
[setpos]<$08><$06>
[II_inverse]　ボタン　で　つぎのファイル","[speed]<$FF>

// displays the file name from the backup memory
[setpos]<$02><$02>
[ascii][call19]<$4E><$28>[std]

　　Size: [monospace][num5ff]<$47><$28>[std]

[setpos]<$04><$04>
// displays the ""erase a file?"" message below, but we don't want to reuse that
//[call19]<$30><$BE>
Erase this file?

[setpos]<$06><$06>
Button I: Erase
[setpos]<$08><$06>
Button II: Go to next file",,"=IF(F2047=I2047, ""UNTRANSLATED"", """")",,"FIXME: our local encoding is not QUITE ascii-compliant, so there are probably some issues here. lower case letters are not mapped to the normal range, some punctuation symbols have been swapped around to different slots for obscure reasons related to the lip flap animations, and some codepoints are also filled with game-specific custom characters. but most save file names are nothing more than capital letters and numbers, and there's a good chance no one will even see this menu in the first place since the game only requires 0x28 bytes to save, so I'm willing to call it a day on this. — Supper (2025-04-21 10:53:24)
okay fiiiiine, I added a full ASCII font just for this. I'm sure someone will be grateful for it someday!! — Supper (2025-04-21 13:20:54)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7DE6"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7E30
//=====",,,,,,
"string","maintext-0x7E30_0",,,"さくじょ　しますか　？","Choose file(s) to erase?",,"=IF(F2049=I2049, ""UNTRANSLATED"", """")",,"this message is no longer used -- it's only used as a subtext call, and both messages that call it have been given their own individual versions of the message — Supper (2025-04-21 13:40:25)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7E30"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x7E3D
//=====",,,,,,
"string","maintext-0x7E3D_0",,,"[speed]<$14>・・・・・・\n
[delay]<$14>[speed]<$32>セーブ　しました","[speed]<$14>・・・・・・\n
[delay]<$14>[speed]<$32>
Saved.",,"=IF(F2051=I2051, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x7B34"",""extra_params"":{""stringProperties"":[]},""page"":""textscript-section-0x7BFD"",""pre_comments"":[{""content"":""String start: maintext-0x7E3D"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"book","bank01","Bank 01 strings",,"//==================================
// Bank 01 strings
//==================================",,,,,,
,,,,"//==================================
// 'Censored' script data
//==================================",,,,,,
,,,,"//=====
// String start: censor-data
//=====",,,,,,
"string","censor-data_0",,,"[op07]<$30>[speed]<$0A>××××[delay]<$50>[speed]<$32>","[op07]<$30>[speed]<$05>****[delay]<$50>[speed]<$32>",,"=IF(F2055=I2055, ""UNTRANSLATED"", """")",,"adjusting delay a bit for timing purposes (censor bleep should play for approximately the same amount of time the word is printed) — Supper (2025-04-13 06:33:31)","{""book"":""bank01"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":"""",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""'Censored' script data"",""type"":""normal""},{""content"":""String start: censor-data"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//==================================
// Backup memory strings
//==================================",,,,,,
,,,,"//=====
// String start: backup-0
//=====",,,,,,
"string","backup-0_0",,,"データが\n
まちがっています","The data is corrupt.[wait]",,"=IF(F2058=I2058, ""UNTRANSLATED"", """")",,"has no [wait] command in the original, so it disappears immediately after printing. apparently, I'm doing more testing than the developers ever did. — Supper (2025-04-21 13:31:54)","{""book"":""bank01"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":"""",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""Backup memory strings"",""type"":""normal""},{""content"":""String start: backup-0"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: backup-1
//=====",,,,,,
"string","backup-1_0",,,"メモリーが　たりません\n
[call19]<$30><$BE>","There is not enough memory.\n
// display ""delete data?"" message
//[call19]<$30><$BE>
Choose file(s) to erase?",,"=IF(F2060=I2060, ""UNTRANSLATED"", """")",,"note that you can erase multiple files through this interface -- even if you choose to erase one, the game will cycle through all the remaining ones and prompt you to erase them too, hence the need for plural ""files"" here. and to avoid making people think choosing ""yes"" will erase [i]all[/i] your data, better rephrase the message a bit. — Supper (2025-04-21 13:37:32)
actually, I'm not sure quite what the logic is. deleting the first of three files results in an immediate save, but deleting the second (of equal size) results in further prompts. maybe it's bugged, or the game's just really bad at defragmenting. — Supper (2025-04-21 13:43:33)","{""book"":""bank01"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":"""",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: backup-1"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: backup-2
//=====",,,,,,
"string","backup-2_1",,,"　バックアップマネージャーが\n
　　　　みつかりません","Backup Manager not found.",,"=IF(F2062=I2062, ""UNTRANSLATED"", """")",,,"{""book"":""bank01"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":"""",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: backup-2"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: backup-3
//=====",,,,,,
"string","backup-3_1",,,"　ファイルが　みつかりません","No file found.",,"=IF(F2064=I2064, ""UNTRANSLATED"", """")",,,"{""book"":""bank01"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":"""",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: backup-3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"book","gamescript","Gamescript strings",,"//==================================
// Gamescript strings
//==================================",,,,,,
"chapter","specialname","Special names and passwords",,"//==================================
// Special names and passwords
//==================================",,,,,,
,,,,"//=====
// String start: specialname-0
//=====",,,,,,
"string","specialname-0_0",,,"みかのへそ","NAVEL",,"=IF(F2068=I2068, ""UNTRANSLATED"", """")",,"name your character this to open the sound test
literally ""Mika's belly button"". whether there's any significance to that, I can't tell you. — Supper (2025-04-15 18:39:49)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-0"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-1
//=====",,,,,,
"string","specialname-1_0",,,"はやそうなくるまがひとつほしいけどばいとするのがめんどうだなあ","IWANTAFASTCARBUTHAVINGTOWORKSUX",,"=IF(F2070=I2070, ""UNTRANSLATED"", """")",,"""I want to get a fast-looking car, but working part-time is such a pain""
starts you with the GT-R (best car in the game) — Supper (2025-04-15 18:44:37)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-1"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-2
//=====",,,,,,
"string","specialname-2_0",,,"いいおんなくるまにのせてみたいけどかねがないからなにもできない","GIVEMEMONEYCUZINEEDTOPIMPMYRIDE",,"=IF(F2072=I2072, ""UNTRANSLATED"", """")",,"""I want to give good-looking girls a ride in my car, but can't do anything because I don't have the money""
starts you with 10 million yen — Supper (2025-04-15 18:44:15)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-2"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-3
//=====",,,,,,
"string","specialname-3_0",,,"もういちどさいごがみたいそんなひとこれをいれればはいこのとおり","ENTERTHISPASSWORDTOSEETHEENDING",,"=IF(F2074=I2074, ""UNTRANSLATED"", """")",,"""'I want to see the ending again.' Such people, enter this. Yes, that's right.""
shows the ending — Supper (2025-04-15 18:45:59)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-4
//=====",,,,,,
"string","specialname-4_0",,,"へたくそでどじでのろまでどんくさいこんなわたしににとろください","ISUCKREALLYHARDSOGIVEMENITROPLZ",,"=IF(F2076=I2076, ""UNTRANSLATED"", """")",,"""Please give nitro to I, who am unskilled, clumsy, a blockhead, and stupid""
gives you 255 nitro boosts — Supper (2025-04-15 18:47:42)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-4"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-5
//=====",,,,,,
"string","specialname-5_0",,,"おまんこ","PUSSY",,"=IF(F2078=I2078, ""UNTRANSLATED"", """")",,"start of the censored name list. if you name your character any of these, it will get replaced with the ""censor bleep"" effect used in a few places in-game. — Supper (2025-04-15 18:48:27)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-5"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-6
//=====",,,,,,
"string","specialname-6_0",,,"FUCK","FUCK",,"=IF(F2080=I2080, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-6"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-7
//=====",,,,,,
"string","specialname-7_0",,,"おめこ","CUNT",,"=IF(F2082=I2082, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-7"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-8
//=====",,,,,,
"string","specialname-8_0",,,"みなよし","MINAY",,"=IF(F2084=I2084, ""UNTRANSLATED"", """")",,"originally ""Minayoshi"". this isn't a sexual term and is probably instead a jab at Seitaro Minayoshi (皆吉　清太郎), who is credited as an ""advisor"". — Supper (2025-04-15 18:50:37)","{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-8"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-9
//=====",,,,,,
"string","specialname-9_0",,,"ぺにす","PENIS",,"=IF(F2086=I2086, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-9"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-10
//=====",,,,,,
"string","specialname-10_0",,,"くりとりす","CLIT",,"=IF(F2088=I2088, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-10"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-11
//=====",,,,,,
"string","specialname-11_0",,,"きんたま","BALLS",,"=IF(F2090=I2090, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-11"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-12
//=====",,,,,,
"string","specialname-12_0",,,"SEX","SEX",,"=IF(F2092=I2092, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-12"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-13
//=====",,,,,,
"string","specialname-13_0",,,"せっくす","Sex",,"=IF(F2094=I2094, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-13"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: specialname-14
//=====",,,,,,
"string","specialname-14_0",,,"せんずり","FAP",,"=IF(F2096=I2096, ""UNTRANSLATED"", """")",,,"{""book"":""gamescript"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""specialname"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: specialname-14"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
